Target ID,Target Name,Priority Number,Site Center WKT,Mode
ecostress_us_cf1,ecostress_us_cf1,271,POINT(-117.0821 46.7815),Area Mapping Mode
ecostress_us_bi1,ecostress_us_bi1,272,POINT(-121.5042 38.1022),Area Mapping Mode
ecostress_it_tor,ecostress_it_tor,273,POINT(7.5781 45.8444),Area Mapping Mode
ecostress_fr_fon,ecostress_fr_fon,274,POINT(2.7801 48.4764),Area Mapping Mode
ecostress_ar_vir,ecostress_ar_vir,275,POINT(-56.1886 -28.2395),Area Mapping Mode
ecostress_ar_slu,ecostress_ar_slu,276,POINT(-66.4598 -33.4648),Area Mapping Mode
ecostress_us_rr,ecostress_us_rr,277,POINT(-121.863457 38.557845),Area Mapping Mode
ecostress_br_no,ecostress_br_no,278,POINT(-56.76666700000001 -16.616667),Area Mapping Mode
ecostress_au_asm,ecostress_au_asm,279,POINT(133.249 -22.283),Area Mapping Mode
ecostress_au_cum,ecostress_au_cum,280,POINT(150.7236 -33.6153),Area Mapping Mode
ecostress_au_das,ecostress_au_das,281,POINT(131.3881 -14.1592),Area Mapping Mode
ecostress_au_dry,ecostress_au_dry,282,POINT(132.3706 -15.2588),Area Mapping Mode
ecostress_au_how,ecostress_au_how,283,POINT(131.15005 -12.4952),Area Mapping Mode
ecostress_au_lit,ecostress_au_lit,284,POINT(130.7945 -13.179),Area Mapping Mode
ecostress_au_stp,ecostress_au_stp,285,POINT(133.3503 -17.1508),Area Mapping Mode
ecostress_au_tum,ecostress_au_tum,286,POINT(148.1517 -35.6566),Area Mapping Mode
ecostress_au_wom,ecostress_au_wom,287,POINT(144.0944 -37.4222),Area Mapping Mode
ecostress_au_ync,ecostress_au_ync,288,POINT(146.2907 -34.9893),Area Mapping Mode
ecostress_ssh_czo_shale,ecostress_ssh_czo_shale,289,POINT(-77.904076 40.66573),Area Mapping Mode
ecostress_us_slt,ecostress_us_slt,290,POINT(-74.596 39.9138),Area Mapping Mode
ecostress_us_ced,ecostress_us_ced,291,POINT(-74.3791 39.8379),Area Mapping Mode
ecostress_us_mms,ecostress_us_mms,292,POINT(-86.4131 39.3232),Area Mapping Mode
ecostress_cz_bk1,ecostress_cz_bk1,293,POINT(18.5369 49.5021),Area Mapping Mode
ecostress_us_hn1,ecostress_us_hn1,294,POINT(-119.275 46.408889),Area Mapping Mode
ecostress_us_hn2,ecostress_us_hn2,295,POINT(-119.464111 46.688861),Area Mapping Mode
ecostress_us_ses,ecostress_us_ses,296,POINT(-106.7442 34.3349),Area Mapping Mode
ecostress_us_vcm,ecostress_us_vcm,297,POINT(-106.5321 35.8884),Area Mapping Mode
ecostress_us_wjs,ecostress_us_wjs,298,POINT(-105.8615 34.4255),Area Mapping Mode
ecostress_br_cmt,ecostress_br_cmt,299,POINT(-56.0882 -13.2875),Area Mapping Mode
ecostress_cr_fsc,ecostress_cr_fsc,300,POINT(-85.4732 10.4189),Area Mapping Mode
ecostress_us_scs,ecostress_us_scs,301,POINT(-117.696 33.734),Area Mapping Mode
ecostress_us_scc,ecostress_us_scc,302,POINT(-116.45 33.61),Area Mapping Mode
ecostress_us_cz1,ecostress_us_cz1,303,POINT(-119.731 37.109),Area Mapping Mode
ecostress_us_cz2,ecostress_us_cz2,304,POINT(-119.256 37.031),Area Mapping Mode
ecostress_kr_gck,ecostress_kr_gck,305,POINT(127.162222 37.748333),Area Mapping Mode
ecostress_us_kfs,ecostress_us_kfs,306,POINT(-95.1907 39.0561),Area Mapping Mode
ecostress_us_kon,ecostress_us_kon,307,POINT(-96.5603 39.0824),Area Mapping Mode
ecostress_ch_lae,ecostress_ch_lae,308,POINT(8.364389 47.478333),Area Mapping Mode
ecostress_ch_dav,ecostress_ch_dav,309,POINT(9.855917 46.815333),Area Mapping Mode
ecostress_ch_fru,ecostress_ch_fru,310,POINT(8.537778 47.115833),Area Mapping Mode
ecostress_ke_mak,ecostress_ke_mak,311,POINT(38.140667 -3.425806),Area Mapping Mode
ecostress_us_sp,ecostress_us_sp,312,POINT(-119.924671 36.234696),Area Mapping Mode
ecostress_efgf,ecostress_efgf,313,POINT(-0.192985 52.470474),Area Mapping Mode
ecostress_sleg,ecostress_sleg,314,POINT(-2.828505 51.207282),Area Mapping Mode
ecostress_afln,ecostress_afln,315,POINT(-4.291142 53.310312),Area Mapping Mode
ecostress_bdog,ecostress_bdog,316,POINT(-1.481935 51.530216),Area Mapping Mode
ecostress_npbb,ecostress_npbb,317,POINT(-2.388 54.69600000000001),Area Mapping Mode
ecostress_us_wkg,ecostress_us_wkg,318,POINT(-109.9419 31.7365),Area Mapping Mode
ecostress_us_arm,ecostress_us_arm,319,POINT(-97.4888 36.6058),Area Mapping Mode
ecostress_it_cp2,ecostress_it_cp2,320,POINT(12.3573 41.7043),Area Mapping Mode
ecostress_us_var,ecostress_us_var,321,POINT(-120.9507 38.4133),Area Mapping Mode
ecostress_us_ro4,ecostress_us_ro4,322,POINT(-93.0723 44.6781),Area Mapping Mode
ecostress_ssh_czo_cal,ecostress_ssh_czo_cal,323,POINT(-81.72247 34.60811),Area Mapping Mode
volcano0001,v257040_Ambrym,324,POINT(168.12 -16.25),Area Mapping Mode
volcano0002,v341090_Popocatepetl,325,POINT(-98.62200000000001 19.023),Area Mapping Mode
volcano0003,v211060_Etna,326,POINT(15 37.73),Area Mapping Mode
volcano0004,v263250_Merapi,327,POINT(110.44 -7.56),Area Mapping Mode
volcano0005,v332010_Kilauea_Hawaii,328,POINT(-155.29 19.42),Area Mapping Mode
volcano0006,v211040_Stromboli,329,POINT(15.214823 38.78782),Area Mapping Mode
volcano0007,v257030_Aoba_Ambae,330,POINT(167.83 -15.4),Area Mapping Mode
volcano0008,v357120_Villarrica,331,POINT(-71.93 -39.42),Area Mapping Mode
volcano0009,v332020_Mauna_Loa_Hawaii,332,POINT(-155.61 19.48),Area Mapping Mode
volcano0010,v252120_Ulawun,333,POINT(151.33 -5.05),Area Mapping Mode
volcano0011,v273030_Mayon,334,POINT(13.26 13.26),Area Mapping Mode
volcano0012,v345070_Turrialba,335,POINT(-83.76700000000001 10.025),Area Mapping Mode
volcano0020,v223030_Nyiragongo,336,POINT(29.25 -1.52),Area Mapping Mode
volcano0019,v273070_Taal,337,POINT(120.994 14.008),Area Mapping Mode
volcano0017,v354006_Sabancaya,338,POINT(-71.85967790000001 -15.79516732),Area Mapping Mode
volcano0018,v282080_Sakurajima,339,POINT(130.657 31.585),Area Mapping Mode
volcano0015,v342090_Fuego,340,POINT(-90.88 14.47),Area Mapping Mode
volcano0013,v233020_Piton_de_la_Fournaise_Reunion,341,POINT(55.713 -21.231),Area Mapping Mode
volcano0016,v252140_Rabaul_Tarvurvur,342,POINT(152.203 -4.271),Area Mapping Mode
volcano0014,v282110_Aso,343,POINT(131.11 32.88),Area Mapping Mode
volcano0021,v262000_Krakatau_Anak_Krakatau,344,POINT(105.42 -6.1),Area Mapping Mode
volcano0022,v323150_Mammoth_Mountain_LVC,345,POINT(-119.032 37.631),Area Mapping Mode
volcano0023,v241040_White_Island,346,POINT(177.1806283 -37.52019052),Area Mapping Mode
volcano0024,v257100_Yasur,347,POINT(169.447 -19.532),Area Mapping Mode
volcano0025,v2110010_Campi_Flegrei_and_Pisciarelli,348,POINT(14.139 40.827),Area Mapping Mode
volcano0026,v354020_Ubinas,349,POINT(-70.9 -16.34),Area Mapping Mode
volcano0027,v251020_Manam,350,POINT(145.04 -4.08),Area Mapping Mode
volcano0028,v351020_Nevado_del_Ruiz,351,POINT(-75.322 4.895),Area Mapping Mode
volcano0029,v344100_Masaya,352,POINT(-86.16 11.98),Area Mapping Mode
volcano0030,v263310_Bromo,353,POINT(112.95 -7.94),Area Mapping Mode
volcano0031,v264020_Agung,354,POINT(115.51 -8.34),Area Mapping Mode
volcano0037,v353010_Fernandina_Galapagos,355,POINT(-91.55 -0.37),Area Mapping Mode
volcano0039,v268010_Dukono,356,POINT(127.88 1.68),Area Mapping Mode
volcano0038,v221080_Erta_Ale,357,POINT(40.67 13.6),Area Mapping Mode
volcano0036,v325010_Yellowstone,358,POINT(110.7 44.4),Area Mapping Mode
volcano0034,v345040_Poas,359,POINT(-84.23299999999999 10.2),Area Mapping Mode
volcano0033,v222120_Oldoinyo_Lengai,360,POINT(35.914 -2.764),Area Mapping Mode
volcano0032,v211050_Vulcano,361,POINT(14.962 38.404),Area Mapping Mode
volcano0035,v241100_Ruapehu,362,POINT(175.57 -39.28),Area Mapping Mode
volcano0040,v357090_Copahue,363,POINT(-71.16 -37.86),Area Mapping Mode
volcano0041,v342110_Pacaya,364,POINT(-90.601 14.382),Area Mapping Mode
volcano0042,v332010_East_Rift_Zone_Hawaii,365,POINT(-154.91 19.275),Area Mapping Mode
volcano0043,v283110_Asama,366,POINT(138.53 36.4),Area Mapping Mode
volcano0045,v305060_Changbaishan_CN_Baekdusan_Paekdusan_NK,367,POINT(128.08 41.98),Area Mapping Mode
volcano0050,v263280_Kelut,368,POINT(112.31 -7.93),Area Mapping Mode
volcano0049,v224030_Oku_Volcanic_Field_Lake_Nyos,369,POINT(10.298 6.437),Area Mapping Mode
volcano0048,v223020_Nyamuragira,370,POINT(29.2 -1.408),Area Mapping Mode
volcano0044,v342030_Santiaguito_Santa_Maria,371,POINT(-91.552 14.757),Area Mapping Mode
volcano0046,v224010_Mt._Cameroon,372,POINT(9.175 4.211),Area Mapping Mode
volcano0051,v255020_Bagana,373,POINT(155.23 -6.09),Area Mapping Mode
volcano0047,v353050_Sierra_Negra,374,POINT(-91.17 -0.83),Area Mapping Mode
volcano0052,v344090_Momotombo,375,POINT(-86.539 12.423),Area Mapping Mode
volcano0056,v261080_Sinabung,376,POINT(98.391 3.17),Area Mapping Mode
volcano0057,v263300_Semeru,377,POINT(112.922 -8.107999999999999),Area Mapping Mode
volcano0058,v261170_Kerinci,378,POINT(101.26 -1.7),Area Mapping Mode
volcano0055,v221101_Nabro,379,POINT(41.7 13.37),Area Mapping Mode
volcano0053,v282030_Suwanosejima_Marianas,380,POINT(129.716 29.635),Area Mapping Mode
volcano0054,v282060_Satsuma-Iwojima_Kikai,381,POINT(130.308 30.789),Area Mapping Mode
volcano0059,v266100_Lokon-Empung_Sulawesi,382,POINT(124.79 1.36),Area Mapping Mode
volcano0060,v354010_Misti,383,POINT(-71.40899999999999 -16.294),Area Mapping Mode
volcano0061,v351110_Chiles-Cerro_Negro,384,POINT(-77.964 0.826),Area Mapping Mode
volcano0062,v266030_Soputan,385,POINT(124.734 1.113),Area Mapping Mode
volcano0063,v284040_Miyake-jima_Marianas,386,POINT(139.526 34.094),Area Mapping Mode
volcano0064,v360050_Soufriere_Hills_Montserrat,387,POINT(-62.18 16.72),Area Mapping Mode
volcano0065,v267020_Karangetan,388,POINT(125.41 2.78),Area Mapping Mode
volcano0066,v351050_Nevado_del_Huila,389,POINT(-76.03399999999999 2.917),Area Mapping Mode
volcano0067,v263350_Kawah_Ijen_Ijen,390,POINT(114.24 -8.06),Area Mapping Mode
volcano0068,v311290_Okmok,391,POINT(-168.13 53.43),Area Mapping Mode
volcano0069,v252010_Langila,392,POINT(148.42 -5.53),Area Mapping Mode
volcano0074,v321050_Mount_St._Helens,393,POINT(-122.18 46.2),Area Mapping Mode
volcano0073,v264270_Sirung_Pantar,394,POINT(124.1274858 -8.509004591),Area Mapping Mode
volcano0075,v283030_Fuji-san,395,POINT(138.73 35.36),Area Mapping Mode
volcano0071,v360101_Morne_Watt_Dominica_Island,396,POINT(-61.31 15.31),Area Mapping Mode
volcano0070,v351080_Galeras,397,POINT(-77.39 1.2),Area Mapping Mode
volcano0072,v343020_Santa_Ana,398,POINT(-89.63 13.853),Area Mapping Mode
volcano0091,v358020_Calbuco,399,POINT(-72.61 -41.33),Area Mapping Mode
volcano0090,v351110_Cerro_Negro_de_Mayasquer,400,POINT(-77.936 0.8170000000000001),Area Mapping Mode
volcano0089,v284120_Ioto_Iwo-Jima,401,POINT(141.29 24.75),Area Mapping Mode
volcano0088,v352006_Cayambe,402,POINT(-77.986 0.029),Area Mapping Mode
volcano0087,v352010_Reventador,403,POINT(-77.656 -0.077),Area Mapping Mode
volcano0086,v271011_Parker,404,POINT(124.892 6.113),Area Mapping Mode
volcano0085,v284010_Izu-Oshima,405,POINT(139.39 34.72),Area Mapping Mode
volcano0084,v283040_Ontake-san_Nagoya,406,POINT(137.48 35.893),Area Mapping Mode
volcano0083,v282090_Shinmoedake_Kirishimayama,407,POINT(130.882 31.911),Area Mapping Mode
volcano0081,v300070_Gorely,408,POINT(158.03 52.56),Area Mapping Mode
volcano0080,v357061_Laguna_del_Maule,409,POINT(-70.49 -36.06),Area Mapping Mode
volcano0079,v355120_Lastarria,410,POINT(-68.5 -25.17),Area Mapping Mode
volcano0078,v355100_Lascar,411,POINT(-67.73 -23.37),Area Mapping Mode
volcano0077,v344020_San_Cristobal,412,POINT(-87.00399999999999 12.702),Area Mapping Mode
volcano0076,v355838_Uturuncu,413,POINT(-67.18 -22.27),Area Mapping Mode
volcano0092,v351040_Cerro_Machin,414,POINT(-75.389 4.487),Area Mapping Mode
volcano0082,v300060_Mutnovsky,415,POINT(158.196 52.449),Area Mapping Mode
volcano0093,v358041_Chaiten,416,POINT(-72.646 -42.833),Area Mapping Mode
